127.0.0.1 - - [06/Dec/2022:00:01:19 +0900] "GET / HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:55:54 +0900] "GET /vendor/jquery/jquery.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:55:54 +0900] "GET /vendor/datatables/dataTables.bootstrap4.min.js HTTP/1.1" 200 2098
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:55:54 +0900] "GET /vendor/jquery-easing/jquery.easing.min.js HTTP/1.1" 200 2532
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:55:54 +0900] "GET /js/demo/datatables-demo.js HTTP/1.1" 200 103
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:55:54 +0900] "GET /product/img/undraw_rocket.svg HTTP/1.1" 404 129
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:55:54 +0900] "GET /vendor/fontawesome-free/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 78196
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:56:49 +0900] "POST /product/product_insert_detail/INSERT HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:56:50 +0900] "GET /product/product_insert_detail?page=1&pageSize=10&recordSize=10 HTTP/1.1" 400 131
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:56:54 +0900] "GET /product/product_insert_detail?categoryBox1=defaultValue&categoryBox2=1311%2FTEST_3_%EC%A4%91%EB%B6%84%EB%A5%98_%EC%86%8C%EB%B6%84%EB%A5%98&categoryBox3=defaultValue HTTP/1.1" 200 28698
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:56:54 +0900] "GET /css/sb-admin-2.min.css HTTP/1.1" 200 170812
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:56:54 +0900] "GET /vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 95244
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:56:54 +0900] "GET /vendor/fontawesome-free/css/all.min.css HTTP/1.1" 200 59344
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:56:54 +0900] "GET /vendor/datatables/dataTables.bootstrap4.min.js HTTP/1.1" 200 2098
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:56:54 +0900] "GET /vendor/datatables/jquery.dataTables.min.js HTTP/1.1" 200 83602
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:56:54 +0900] "GET /js/demo/datatables-demo.js HTTP/1.1" 200 103
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:56:54 +0900] "GET /vendor/jquery/jquery.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:56:54 +0900] "GET /js/sb-admin-2.min.js HTTP/1.1" 200 1265
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:56:54 +0900] "GET /vendor/jquery-easing/jquery.easing.min.js HTTP/1.1" 200 2532
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:56:54 +0900] "GET /vendor/datatables/dataTables.bootstrap4.min.css HTTP/1.1" 200 5229
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:56:54 +0900] "GET /product/img/undraw_rocket.svg HTTP/1.1" 404 129
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:56:58 +0900] "GET /product/all_select?page=1&recordSize=10&pageSize=10 HTTP/1.1" 200 43228
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:56:58 +0900] "GET /vendor/datatables/dataTables.bootstrap4.min.css HTTP/1.1" 200 5229
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:56:58 +0900] "GET /vendor/fontawesome-free/css/all.min.css HTTP/1.1" 200 59344
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:56:58 +0900] "GET /css/sb-admin-2.min.css HTTP/1.1" 200 170812
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:56:58 +0900] "GET /js/sb-admin-2.min.js HTTP/1.1" 200 1265
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:56:58 +0900] "GET /vendor/jquery-easing/jquery.easing.min.js HTTP/1.1" 200 2532
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:56:58 +0900] "GET /js/demo/datatables-demo.js HTTP/1.1" 200 103
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:56:58 +0900] "GET /vendor/datatables/dataTables.bootstrap4.min.js HTTP/1.1" 200 2098
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:56:58 +0900] "GET /vendor/jquery/jquery.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:56:58 +0900] "GET /vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 95244
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:56:58 +0900] "GET /img/undraw_rocket.svg HTTP/1.1" 200 3147
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:56:58 +0900] "GET /vendor/fontawesome-free/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 78196
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:57:01 +0900] "GET /product/all_select?categoryBox=1311%2FTEST_3_%EC%A4%91%EB%B6%84%EB%A5%98_%EC%86%8C%EB%B6%84%EB%A5%98 HTTP/1.1" 200 35251
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:57:01 +0900] "GET /vendor/datatables/dataTables.bootstrap4.min.css HTTP/1.1" 200 5229
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:57:01 +0900] "GET /vendor/jquery/jquery.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:57:01 +0900] "GET /vendor/fontawesome-free/css/all.min.css HTTP/1.1" 200 59344
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:57:01 +0900] "GET /css/sb-admin-2.min.css HTTP/1.1" 200 170812
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:57:01 +0900] "GET /vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 95244
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:57:01 +0900] "GET /vendor/jquery-easing/jquery.easing.min.js HTTP/1.1" 200 2532
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:57:01 +0900] "GET /js/sb-admin-2.min.js HTTP/1.1" 200 1265
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:57:01 +0900] "GET /vendor/datatables/dataTables.bootstrap4.min.js HTTP/1.1" 200 2098
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:57:01 +0900] "GET /js/demo/datatables-demo.js HTTP/1.1" 200 103
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:57:01 +0900] "GET /img/undraw_rocket.svg HTTP/1.1" 200 3147
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:57:01 +0900] "GET /vendor/fontawesome-free/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 78196
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:57:54 +0900] "GET /product/product_update?categoryBox1=defaultValue&categoryBox2=defaultValue&categoryBox3=1311%2FTEST_3_%EC%A4%91%EB%B6%84%EB%A5%98_%EC%86%8C%EB%B6%84%EB%A5%98 HTTP/1.1" 200 28827
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:57:54 +0900] "GET /vendor/fontawesome-free/css/all.min.css HTTP/1.1" 200 59344
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:57:54 +0900] "GET /css/sb-admin-2.min.css HTTP/1.1" 200 170812
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:57:54 +0900] "GET /vendor/jquery/jquery.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:57:54 +0900] "GET /vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 95244
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:57:54 +0900] "GET /vendor/datatables/dataTables.bootstrap4.min.css HTTP/1.1" 200 5229
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:57:54 +0900] "GET /vendor/datatables/jquery.dataTables.min.js HTTP/1.1" 200 83602
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:57:54 +0900] "GET /js/demo/datatables-demo.js HTTP/1.1" 200 103
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:57:54 +0900] "GET /vendor/jquery-easing/jquery.easing.min.js HTTP/1.1" 200 2532
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:57:54 +0900] "GET /js/sb-admin-2.min.js HTTP/1.1" 200 1265
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:57:54 +0900] "GET /vendor/datatables/dataTables.bootstrap4.min.js HTTP/1.1" 200 2098
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:57:54 +0900] "GET /product/img/undraw_rocket.svg HTTP/1.1" 404 129
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:57:54 +0900] "GET /vendor/fontawesome-free/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 78196
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:05 +0900] "GET /product/product_update_detail?categoryBox=1311/TEST_3_%EC%A4%91%EB%B6%84%EB%A5%98_%EC%86%8C%EB%B6%84%EB%A5%98 HTTP/1.1" 200 31090
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:05 +0900] "GET /css/modal.css HTTP/1.1" 200 258
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:05 +0900] "GET /vendor/jquery/jquery.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:05 +0900] "GET /vendor/fontawesome-free/css/all.min.css HTTP/1.1" 200 59344
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:05 +0900] "GET /vendor/datatables/dataTables.bootstrap4.min.css HTTP/1.1" 200 5229
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:05 +0900] "GET /vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 95244
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:05 +0900] "GET /vendor/jquery-easing/jquery.easing.min.js HTTP/1.1" 200 2532
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:05 +0900] "GET /vendor/datatables/jquery.dataTables.min.js HTTP/1.1" 200 83602
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:05 +0900] "GET /js/demo/datatables-demo.js HTTP/1.1" 200 103
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:05 +0900] "GET /css/sb-admin-2.min.css HTTP/1.1" 200 170812
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:05 +0900] "GET /js/sb-admin-2.min.js HTTP/1.1" 200 1265
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:05 +0900] "GET /vendor/datatables/dataTables.bootstrap4.min.js HTTP/1.1" 200 2098
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:05 +0900] "GET /product/img/undraw_rocket.svg HTTP/1.1" 404 129
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:05 +0900] "GET /vendor/fontawesome-free/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 78196
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:21 +0900] "GET /product/product_update_detail/0131100019/1?categoryBox=1311%2FTEST_3_%EC%A4%91%EB%B6%84%EB%A5%98_%EC%86%8C%EB%B6%84%EB%A5%98&categoryBox=1311%2FTEST_3_%EC%A4%91%EB%B6%84%EB%A5%98_%EC%86%8C%EB%B6%84%EB%A5%98&categoryBox=1311%2FTEST_3_%EC%A4%91%EB%B6%84%EB%A5%98_%EC%86%8C%EB%B6%84%EB%A5%98 HTTP/1.1" 200 28157
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:21 +0900] "GET /vendor/jquery/jquery.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:21 +0900] "GET /vendor/fontawesome-free/css/all.min.css HTTP/1.1" 200 59344
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:21 +0900] "GET /css/sb-admin-2.min.css HTTP/1.1" 200 170812
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:21 +0900] "GET /vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 95244
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:21 +0900] "GET /js/sb-admin-2.min.js HTTP/1.1" 200 1265
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:21 +0900] "GET /vendor/jquery-easing/jquery.easing.min.js HTTP/1.1" 200 2532
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:21 +0900] "GET /vendor/datatables/jquery.dataTables.min.js HTTP/1.1" 200 83602
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:21 +0900] "GET /vendor/datatables/dataTables.bootstrap4.min.css HTTP/1.1" 200 5229
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:21 +0900] "GET /js/demo/datatables-demo.js HTTP/1.1" 200 103
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:21 +0900] "GET /vendor/datatables/dataTables.bootstrap4.min.js HTTP/1.1" 200 2098
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:21 +0900] "GET /product/product_update_detail/0131100019/img/undraw_rocket.svg HTTP/1.1" 404 162
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:21 +0900] "GET /vendor/fontawesome-free/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 78196
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:41 +0900] "GET /product/product_update_detail?categoryBox=1311/TEST_3_%EC%A4%91%EB%B6%84%EB%A5%98_%EC%86%8C%EB%B6%84%EB%A5%98 HTTP/1.1" 200 31090
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:41 +0900] "GET /vendor/datatables/dataTables.bootstrap4.min.css HTTP/1.1" 200 5229
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:41 +0900] "GET /vendor/jquery/jquery.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:41 +0900] "GET /css/sb-admin-2.min.css HTTP/1.1" 200 170812
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:41 +0900] "GET /css/modal.css HTTP/1.1" 200 258
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:41 +0900] "GET /vendor/jquery-easing/jquery.easing.min.js HTTP/1.1" 200 2532
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:41 +0900] "GET /js/sb-admin-2.min.js HTTP/1.1" 200 1265
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:41 +0900] "GET /vendor/datatables/dataTables.bootstrap4.min.js HTTP/1.1" 200 2098
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:41 +0900] "GET /vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 95244
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:41 +0900] "GET /js/demo/datatables-demo.js HTTP/1.1" 200 103
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:41 +0900] "GET /vendor/datatables/jquery.dataTables.min.js HTTP/1.1" 200 83602
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:41 +0900] "GET /vendor/fontawesome-free/css/all.min.css HTTP/1.1" 200 59344
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:41 +0900] "GET /product/img/undraw_rocket.svg HTTP/1.1" 404 129
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:41 +0900] "GET /product/product_update?categoryBox3=1311/TEST_3_%EC%A4%91%EB%B6%84%EB%A5%98_%EC%86%8C%EB%B6%84%EB%A5%98 HTTP/1.1" 200 28827
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:42 +0900] "GET /css/sb-admin-2.min.css HTTP/1.1" 200 170812
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:42 +0900] "GET /vendor/fontawesome-free/css/all.min.css HTTP/1.1" 200 59344
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:42 +0900] "GET /js/sb-admin-2.min.js HTTP/1.1" 200 1265
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:42 +0900] "GET /vendor/jquery/jquery.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:42 +0900] "GET /vendor/datatables/dataTables.bootstrap4.min.js HTTP/1.1" 200 2098
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:42 +0900] "GET /vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 95244
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:42 +0900] "GET /vendor/jquery-easing/jquery.easing.min.js HTTP/1.1" 200 2532
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:42 +0900] "GET /js/demo/datatables-demo.js HTTP/1.1" 200 103
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:42 +0900] "GET /vendor/datatables/jquery.dataTables.min.js HTTP/1.1" 200 83602
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:42 +0900] "GET /vendor/datatables/dataTables.bootstrap4.min.css HTTP/1.1" 200 5229
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:42 +0900] "GET /product/img/undraw_rocket.svg HTTP/1.1" 404 129
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:42 +0900] "GET /vendor/fontawesome-free/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 78196
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:42 +0900] "GET /product/product_update/0131100019?categoryBox=1311%2FTEST_3_%EC%A4%91%EB%B6%84%EB%A5%98_%EC%86%8C%EB%B6%84%EB%A5%98&product+name+for+modify=TEST%EC%83%81%ED%92%88%EB%AA%85&product+num+for+modify=0131100019&categoryBox=1311%2FTEST_3_%EC%A4%91%EB%B6%84%EB%A5%98_%EC%86%8C%EB%B6%84%EB%A5%98&product+name+for+modify=TEST%EC%83%81%ED%92%88%EB%AA%85&product+num+for+modify=0131100021 HTTP/1.1" 200 25652
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:42 +0900] "GET /css/sb-admin-2.min.css HTTP/1.1" 200 170812
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:42 +0900] "GET /vendor/fontawesome-free/css/all.min.css HTTP/1.1" 200 59344
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:42 +0900] "GET /vendor/jquery-easing/jquery.easing.min.js HTTP/1.1" 200 2532
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:42 +0900] "GET /vendor/jquery/jquery.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:42 +0900] "GET /js/sb-admin-2.min.js HTTP/1.1" 200 1265
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:42 +0900] "GET /vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 95244
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:42 +0900] "GET /vendor/datatables/dataTables.bootstrap4.min.js HTTP/1.1" 200 2098
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:42 +0900] "GET /vendor/datatables/dataTables.bootstrap4.min.css HTTP/1.1" 200 5229
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:42 +0900] "GET /vendor/datatables/jquery.dataTables.min.js HTTP/1.1" 200 83602
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:42 +0900] "GET /js/demo/datatables-demo.js HTTP/1.1" 200 103
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:43 +0900] "GET /product/product_update/img/undraw_rocket.svg HTTP/1.1" 404 144
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:43 +0900] "GET /vendor/fontawesome-free/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 78196
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:59 +0900] "GET /stock/stock_select?page=1&recordSize=10&pageSize=10 HTTP/1.1" 200 42314
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:59 +0900] "GET /vendor/fontawesome-free/css/all.min.css HTTP/1.1" 200 59344
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:59 +0900] "GET /css/sb-admin-2.min.css HTTP/1.1" 200 170812
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:59 +0900] "GET /vendor/jquery/jquery.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:59 +0900] "GET /vendor/datatables/dataTables.bootstrap4.min.css HTTP/1.1" 200 5229
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:59 +0900] "GET /vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 95244
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:59 +0900] "GET /vendor/jquery-easing/jquery.easing.min.js HTTP/1.1" 200 2532
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:59 +0900] "GET /vendor/datatables/dataTables.bootstrap4.min.js HTTP/1.1" 200 2098
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:59 +0900] "GET /js/demo/datatables-demo.js HTTP/1.1" 200 103
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:59 +0900] "GET /js/sb-admin-2.min.js HTTP/1.1" 200 1265
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:59 +0900] "GET /stock/img/undraw_rocket.svg HTTP/1.1" 404 127
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:58:59 +0900] "GET /vendor/fontawesome-free/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 78196
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:32 +0900] "GET /stock/stock_select?categoryBox=1311%2FTEST_3_%EC%A4%91%EB%B6%84%EB%A5%98_%EC%86%8C%EB%B6%84%EB%A5%98 HTTP/1.1" 200 34719
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:32 +0900] "GET /vendor/datatables/dataTables.bootstrap4.min.css HTTP/1.1" 200 5229
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:32 +0900] "GET /vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 95244
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:32 +0900] "GET /vendor/fontawesome-free/css/all.min.css HTTP/1.1" 200 59344
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:32 +0900] "GET /js/sb-admin-2.min.js HTTP/1.1" 200 1265
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:32 +0900] "GET /css/sb-admin-2.min.css HTTP/1.1" 200 170812
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:32 +0900] "GET /vendor/jquery/jquery.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:32 +0900] "GET /vendor/datatables/dataTables.bootstrap4.min.js HTTP/1.1" 200 2098
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:32 +0900] "GET /js/demo/datatables-demo.js HTTP/1.1" 200 103
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:32 +0900] "GET /vendor/jquery-easing/jquery.easing.min.js HTTP/1.1" 200 2532
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:32 +0900] "GET /stock/img/undraw_rocket.svg HTTP/1.1" 404 127
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:32 +0900] "GET /vendor/fontawesome-free/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 78196
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:36 +0900] "GET /stock/stock_in/%EC%9E%85/013110001902/TEST%EC%83%81%ED%92%88%EB%AA%85%20(TEST%EC%B6%94%EA%B0%80%EB%93%B1%EB%A1%9D,%20TEST%EC%B6%94%EA%B0%80%EB%93%B1%EB%A1%9D%EC%83%89%EC%83%81,%20TEST%EC%B6%94%EA%B0%80%EB%93%B1%EB%A1%9D%EA%B8%B8%EC%9D%B4)? HTTP/1.1" 200 26290
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:36 +0900] "GET /vendor/fontawesome-free/css/all.min.css HTTP/1.1" 200 59344
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:36 +0900] "GET /css/sb-admin-2.min.css HTTP/1.1" 200 170812
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:36 +0900] "GET /vendor/jquery/jquery.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:36 +0900] "GET /vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 95244
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:36 +0900] "GET /vendor/jquery-easing/jquery.easing.min.js HTTP/1.1" 200 2532
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:36 +0900] "GET /js/sb-admin-2.min.js HTTP/1.1" 200 1265
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:36 +0900] "GET /vendor/datatables/dataTables.bootstrap4.min.js HTTP/1.1" 200 2098
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:36 +0900] "GET /vendor/datatables/jquery.dataTables.min.js HTTP/1.1" 200 83602
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:36 +0900] "GET /vendor/datatables/dataTables.bootstrap4.min.css HTTP/1.1" 200 5229
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:36 +0900] "GET /js/demo/datatables-demo.js HTTP/1.1" 200 103
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:36 +0900] "GET /stock/stock_in/%EC%9E%85/013110001902/img/undraw_rocket.svg HTTP/1.1" 404 159
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:36 +0900] "GET /vendor/fontawesome-free/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 78196
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:50 +0900] "POST /stock/stock_in/INSERT HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:50 +0900] "GET /stock/stock_select?page=1&pageSize=10&recordSize=10 HTTP/1.1" 200 42314
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:50 +0900] "GET /vendor/datatables/dataTables.bootstrap4.min.css HTTP/1.1" 200 5229
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:50 +0900] "GET /vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 95244
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:50 +0900] "GET /vendor/jquery-easing/jquery.easing.min.js HTTP/1.1" 200 2532
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:50 +0900] "GET /vendor/fontawesome-free/css/all.min.css HTTP/1.1" 200 59344
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:50 +0900] "GET /css/sb-admin-2.min.css HTTP/1.1" 200 170812
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:50 +0900] "GET /vendor/jquery/jquery.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:50 +0900] "GET /vendor/datatables/dataTables.bootstrap4.min.js HTTP/1.1" 200 2098
0:0:0:0:0:0:0:1 - - [06/Dec/2022:00:59:50 +0900] "GET /js/sb-admin-2.min.js HTTP/1.1" 200 1265
